keyword	protein_len	gencode_loc	blast_species	pride_group	pr_count
loose	100-200	All_transcript_coding	Bacteria	Organism part,cancer,cell line	4
loose	100-200	All_transcript_coding	Bacteria	cancer,cell line	3
loose	100-200	All_transcript_coding	nonHuman_Primates	cancer	408
loose	100-200	All_transcript_coding	nonHuman_Primates	cell line	719
loose	100-200	All_transcript_coding	nonHuman_Primates	Organism part,cell line	213
loose	100-200	All_transcript_coding	nonHuman_Primates	Organism part	629
loose	100-200	All_transcript_coding	nonHuman_Primates	Organism part,cancer	140
loose	100-200	All_transcript_coding	nonHuman_Primates	Organism part,cancer,cell line	269
loose	100-200	All_transcript_coding	nonHuman_Primates	cancer,cell line	155
loose	100-200	All_transcript_coding	otherSum	cancer	4
loose	100-200	All_transcript_coding	otherSum	cell line	5
loose	100-200	All_transcript_coding	otherSum	Organism part,cell line	1
loose	100-200	All_transcript_coding	otherSum	Organism part	9
loose	100-200	All_transcript_coding	otherSum	Organism part,cancer	3
loose	100-200	All_transcript_coding	otherSum	Organism part,cancer,cell line	6
loose	100-200	All_transcript_coding	otherSum	cancer,cell line	1
loose	100-200	All_transcript_coding	nonMammal_Metazoa	cancer	18
loose	100-200	All_transcript_coding	nonMammal_Metazoa	cell line	25
loose	100-200	All_transcript_coding	nonMammal_Metazoa	Organism part,cell line	7
loose	100-200	All_transcript_coding	nonMammal_Metazoa	Organism part	24
loose	100-200	All_transcript_coding	nonMammal_Metazoa	Organism part,cancer	7
loose	100-200	All_transcript_coding	nonMammal_Metazoa	Organism part,cancer,cell line	13
loose	100-200	All_transcript_coding	nonMammal_Metazoa	cancer,cell line	10
loose	100-200	All_transcript_coding	Homo_sapiens	cancer	552
loose	100-200	All_transcript_coding	Homo_sapiens	cell line	1015
loose	100-200	All_transcript_coding	Homo_sapiens	Organism part,cell line	289
loose	100-200	All_transcript_coding	Homo_sapiens	Organism part	864
loose	100-200	All_transcript_coding	Homo_sapiens	Organism part,cancer	155
loose	100-200	All_transcript_coding	Homo_sapiens	Organism part,cancer,cell line	337
loose	100-200	All_transcript_coding	Homo_sapiens	cancer,cell line	217
loose	100-200	All_transcript_coding	NA	cancer	575
loose	100-200	All_transcript_coding	NA	cell line	928
loose	100-200	All_transcript_coding	NA	Organism part,cell line	287
loose	100-200	All_transcript_coding	NA	Organism part	847
loose	100-200	All_transcript_coding	NA	Organism part,cancer	211
loose	100-200	All_transcript_coding	NA	Organism part,cancer,cell line	329
loose	100-200	All_transcript_coding	NA	cancer,cell line	259
loose	100-200	All_transcript_coding	nonPrimates_mammals	cancer	207
loose	100-200	All_transcript_coding	nonPrimates_mammals	cell line	372
loose	100-200	All_transcript_coding	nonPrimates_mammals	Organism part,cell line	121
loose	100-200	All_transcript_coding	nonPrimates_mammals	Organism part	290
loose	100-200	All_transcript_coding	nonPrimates_mammals	Organism part,cancer	72
loose	100-200	All_transcript_coding	nonPrimates_mammals	Organism part,cancer,cell line	161
loose	100-200	All_transcript_coding	nonPrimates_mammals	cancer,cell line	88
loose	100-200	All_exon_noncoding	Bacteria	cancer	9
loose	100-200	All_exon_noncoding	Bacteria	cell line	10
loose	100-200	All_exon_noncoding	Bacteria	Organism part,cell line	6
loose	100-200	All_exon_noncoding	Bacteria	Organism part	12
loose	100-200	All_exon_noncoding	Bacteria	Organism part,cancer	2
loose	100-200	All_exon_noncoding	Bacteria	Organism part,cancer,cell line	6
loose	100-200	All_exon_noncoding	Bacteria	cancer,cell line	5
loose	100-200	All_exon_noncoding	nonHuman_Primates	cancer	78
loose	100-200	All_exon_noncoding	nonHuman_Primates	cell line	157
loose	100-200	All_exon_noncoding	nonHuman_Primates	Organism part,cell line	64
loose	100-200	All_exon_noncoding	nonHuman_Primates	Organism part	123
loose	100-200	All_exon_noncoding	nonHuman_Primates	Organism part,cancer	43
loose	100-200	All_exon_noncoding	nonHuman_Primates	Organism part,cancer,cell line	233
loose	100-200	All_exon_noncoding	nonHuman_Primates	cancer,cell line	54
loose	100-200	All_exon_noncoding	otherSum	cancer	0
loose	100-200	All_exon_noncoding	otherSum	cell line	2
loose	100-200	All_exon_noncoding	otherSum	Organism part,cell line	2
loose	100-200	All_exon_noncoding	otherSum	Organism part	7
loose	100-200	All_exon_noncoding	otherSum	Organism part,cancer	2
loose	100-200	All_exon_noncoding	otherSum	Organism part,cancer,cell line	4
loose	100-200	All_exon_noncoding	otherSum	cancer,cell line	0
loose	100-200	All_exon_noncoding	nonMammal_Metazoa	cancer	1
loose	100-200	All_exon_noncoding	nonMammal_Metazoa	cell line	9
loose	100-200	All_exon_noncoding	nonMammal_Metazoa	Organism part,cell line	2
loose	100-200	All_exon_noncoding	nonMammal_Metazoa	Organism part	4
loose	100-200	All_exon_noncoding	nonMammal_Metazoa	Organism part,cancer	1
loose	100-200	All_exon_noncoding	nonMammal_Metazoa	Organism part,cancer,cell line	14
loose	100-200	All_exon_noncoding	nonMammal_Metazoa	cancer,cell line	4
loose	100-200	All_exon_noncoding	Homo_sapiens	cancer	58
loose	100-200	All_exon_noncoding	Homo_sapiens	cell line	129
loose	100-200	All_exon_noncoding	Homo_sapiens	Organism part,cell line	42
loose	100-200	All_exon_noncoding	Homo_sapiens	Organism part	88
loose	100-200	All_exon_noncoding	Homo_sapiens	Organism part,cancer	28
loose	100-200	All_exon_noncoding	Homo_sapiens	Organism part,cancer,cell line	115
loose	100-200	All_exon_noncoding	Homo_sapiens	cancer,cell line	34
loose	100-200	All_exon_noncoding	NA	cancer	143
loose	100-200	All_exon_noncoding	NA	cell line	221
loose	100-200	All_exon_noncoding	NA	Organism part,cell line	71
loose	100-200	All_exon_noncoding	NA	Organism part	206
loose	100-200	All_exon_noncoding	NA	Organism part,cancer	42
loose	100-200	All_exon_noncoding	NA	Organism part,cancer,cell line	67
loose	100-200	All_exon_noncoding	NA	cancer,cell line	55
loose	100-200	All_exon_noncoding	nonPrimates_mammals	cancer	18
loose	100-200	All_exon_noncoding	nonPrimates_mammals	cell line	37
loose	100-200	All_exon_noncoding	nonPrimates_mammals	Organism part,cell line	23
loose	100-200	All_exon_noncoding	nonPrimates_mammals	Organism part	13
loose	100-200	All_exon_noncoding	nonPrimates_mammals	Organism part,cancer	8
loose	100-200	All_exon_noncoding	nonPrimates_mammals	Organism part,cancer,cell line	70
loose	100-200	All_exon_noncoding	nonPrimates_mammals	cancer,cell line	24
loose	100-200	All_intron	Bacteria	cancer	144
loose	100-200	All_intron	Bacteria	cell line	253
loose	100-200	All_intron	Bacteria	Organism part,cell line	54
loose	100-200	All_intron	Bacteria	Organism part	185
loose	100-200	All_intron	Bacteria	Organism part,cancer	39
loose	100-200	All_intron	Bacteria	Organism part,cancer,cell line	60
loose	100-200	All_intron	Bacteria	cancer,cell line	35
loose	100-200	All_intron	nonHuman_Primates	cancer	353
loose	100-200	All_intron	nonHuman_Primates	cell line	576
loose	100-200	All_intron	nonHuman_Primates	Organism part,cell line	143
loose	100-200	All_intron	nonHuman_Primates	Organism part	551
loose	100-200	All_intron	nonHuman_Primates	Organism part,cancer	100
loose	100-200	All_intron	nonHuman_Primates	Organism part,cancer,cell line	114
loose	100-200	All_intron	nonHuman_Primates	cancer,cell line	110
loose	100-200	All_intron	otherSum	cancer	19
loose	100-200	All_intron	otherSum	cell line	41
loose	100-200	All_intron	otherSum	Organism part,cell line	7
loose	100-200	All_intron	otherSum	Organism part	26
loose	100-200	All_intron	otherSum	Organism part,cancer	6
loose	100-200	All_intron	otherSum	Organism part,cancer,cell line	9
loose	100-200	All_intron	otherSum	cancer,cell line	4
loose	100-200	All_intron	nonMammal_Metazoa	cancer	42
loose	100-200	All_intron	nonMammal_Metazoa	cell line	77
loose	100-200	All_intron	nonMammal_Metazoa	Organism part,cell line	16
loose	100-200	All_intron	nonMammal_Metazoa	Organism part	50
loose	100-200	All_intron	nonMammal_Metazoa	Organism part,cancer	11
loose	100-200	All_intron	nonMammal_Metazoa	Organism part,cancer,cell line	10
loose	100-200	All_intron	nonMammal_Metazoa	cancer,cell line	13
loose	100-200	All_intron	Homo_sapiens	cancer	95
loose	100-200	All_intron	Homo_sapiens	cell line	157
loose	100-200	All_intron	Homo_sapiens	Organism part,cell line	49
loose	100-200	All_intron	Homo_sapiens	Organism part	145
loose	100-200	All_intron	Homo_sapiens	Organism part,cancer	27
loose	100-200	All_intron	Homo_sapiens	Organism part,cancer,cell line	42
loose	100-200	All_intron	Homo_sapiens	cancer,cell line	39
loose	100-200	All_intron	NA	cancer	1584
loose	100-200	All_intron	NA	cell line	2586
loose	100-200	All_intron	NA	Organism part,cell line	787
loose	100-200	All_intron	NA	Organism part	2286
loose	100-200	All_intron	NA	Organism part,cancer	462
loose	100-200	All_intron	NA	Organism part,cancer,cell line	721
loose	100-200	All_intron	NA	cancer,cell line	604
loose	100-200	All_intron	nonPrimates_mammals	cancer	32
loose	100-200	All_intron	nonPrimates_mammals	cell line	83
loose	100-200	All_intron	nonPrimates_mammals	Organism part,cell line	15
loose	100-200	All_intron	nonPrimates_mammals	Organism part	53
loose	100-200	All_intron	nonPrimates_mammals	Organism part,cancer	14
loose	100-200	All_intron	nonPrimates_mammals	Organism part,cancer,cell line	22
loose	100-200	All_intron	nonPrimates_mammals	cancer,cell line	17
loose	100-200	All_transcript_noncoding	Bacteria	cancer	1
loose	100-200	All_transcript_noncoding	Bacteria	cell line	5
loose	100-200	All_transcript_noncoding	Bacteria	Organism part,cell line	2
loose	100-200	All_transcript_noncoding	Bacteria	Organism part	3
loose	100-200	All_transcript_noncoding	Bacteria	Organism part,cancer	0
loose	100-200	All_transcript_noncoding	Bacteria	Organism part,cancer,cell line	3
loose	100-200	All_transcript_noncoding	Bacteria	cancer,cell line	2
loose	100-200	All_transcript_noncoding	nonHuman_Primates	cancer	66
loose	100-200	All_transcript_noncoding	nonHuman_Primates	cell line	96
loose	100-200	All_transcript_noncoding	nonHuman_Primates	Organism part,cell line	35
loose	100-200	All_transcript_noncoding	nonHuman_Primates	Organism part	87
loose	100-200	All_transcript_noncoding	nonHuman_Primates	Organism part,cancer	17
loose	100-200	All_transcript_noncoding	nonHuman_Primates	Organism part,cancer,cell line	47
loose	100-200	All_transcript_noncoding	nonHuman_Primates	cancer,cell line	20
loose	100-200	All_transcript_noncoding	otherSum	cancer	1
loose	100-200	All_transcript_noncoding	otherSum	cell line	5
loose	100-200	All_transcript_noncoding	otherSum	Organism part,cell line	0
loose	100-200	All_transcript_noncoding	otherSum	Organism part	3
loose	100-200	All_transcript_noncoding	otherSum	Organism part,cancer	1
loose	100-200	All_transcript_noncoding	otherSum	Organism part,cancer,cell line	1
loose	100-200	All_transcript_noncoding	otherSum	cancer,cell line	0
loose	100-200	All_transcript_noncoding	nonMammal_Metazoa	cancer	0
loose	100-200	All_transcript_noncoding	nonMammal_Metazoa	cell line	1
loose	100-200	All_transcript_noncoding	nonMammal_Metazoa	Organism part,cell line	2
loose	100-200	All_transcript_noncoding	nonMammal_Metazoa	Organism part	1
loose	100-200	All_transcript_noncoding	nonMammal_Metazoa	Organism part,cancer	1
loose	100-200	All_transcript_noncoding	nonMammal_Metazoa	Organism part,cancer,cell line	2
loose	100-200	All_transcript_noncoding	nonMammal_Metazoa	cancer,cell line	0
loose	100-200	All_transcript_noncoding	Homo_sapiens	cancer	29
loose	100-200	All_transcript_noncoding	Homo_sapiens	cell line	53
loose	100-200	All_transcript_noncoding	Homo_sapiens	Organism part,cell line	16
loose	100-200	All_transcript_noncoding	Homo_sapiens	Organism part	53
loose	100-200	All_transcript_noncoding	Homo_sapiens	Organism part,cancer	14
loose	100-200	All_transcript_noncoding	Homo_sapiens	Organism part,cancer,cell line	27
loose	100-200	All_transcript_noncoding	Homo_sapiens	cancer,cell line	19
loose	100-200	All_transcript_noncoding	NA	cancer	106
loose	100-200	All_transcript_noncoding	NA	cell line	181
loose	100-200	All_transcript_noncoding	NA	Organism part,cell line	67
loose	100-200	All_transcript_noncoding	NA	Organism part	158
loose	100-200	All_transcript_noncoding	NA	Organism part,cancer	39
loose	100-200	All_transcript_noncoding	NA	Organism part,cancer,cell line	60
loose	100-200	All_transcript_noncoding	NA	cancer,cell line	52
loose	100-200	All_transcript_noncoding	nonPrimates_mammals	cancer	11
loose	100-200	All_transcript_noncoding	nonPrimates_mammals	cell line	10
loose	100-200	All_transcript_noncoding	nonPrimates_mammals	Organism part,cell line	7
loose	100-200	All_transcript_noncoding	nonPrimates_mammals	Organism part	12
loose	100-200	All_transcript_noncoding	nonPrimates_mammals	Organism part,cancer	8
loose	100-200	All_transcript_noncoding	nonPrimates_mammals	Organism part,cancer,cell line	17
loose	100-200	All_transcript_noncoding	nonPrimates_mammals	cancer,cell line	4
loose	100-200	All_transcript	Bacteria	cancer	0
loose	100-200	All_transcript	Bacteria	cell line	0
loose	100-200	All_transcript	Bacteria	Organism part,cell line	1
loose	100-200	All_transcript	Bacteria	Organism part	0
loose	100-200	All_transcript	Bacteria	Organism part,cancer	0
loose	100-200	All_transcript	Bacteria	Organism part,cancer,cell line	0
loose	100-200	All_transcript	Bacteria	cancer,cell line	0
loose	100-200	All_transcript	nonHuman_Primates	cancer	4
loose	100-200	All_transcript	nonHuman_Primates	cell line	10
loose	100-200	All_transcript	nonHuman_Primates	Organism part,cell line	4
loose	100-200	All_transcript	nonHuman_Primates	Organism part	17
loose	100-200	All_transcript	nonHuman_Primates	Organism part,cancer	4
loose	100-200	All_transcript	nonHuman_Primates	Organism part,cancer,cell line	12
loose	100-200	All_transcript	nonHuman_Primates	cancer,cell line	6
loose	100-200	All_transcript	otherSum	cancer	0
loose	100-200	All_transcript	otherSum	cell line	0
loose	100-200	All_transcript	otherSum	Organism part,cell line	0
loose	100-200	All_transcript	otherSum	Organism part	0
loose	100-200	All_transcript	otherSum	Organism part,cancer	0
loose	100-200	All_transcript	otherSum	Organism part,cancer,cell line	1
loose	100-200	All_transcript	otherSum	cancer,cell line	0
loose	100-200	All_transcript	nonMammal_Metazoa	cancer	0
loose	100-200	All_transcript	nonMammal_Metazoa	cell line	0
loose	100-200	All_transcript	nonMammal_Metazoa	Organism part,cell line	0
loose	100-200	All_transcript	nonMammal_Metazoa	Organism part	0
loose	100-200	All_transcript	nonMammal_Metazoa	Organism part,cancer	0
loose	100-200	All_transcript	nonMammal_Metazoa	Organism part,cancer,cell line	1
loose	100-200	All_transcript	nonMammal_Metazoa	cancer,cell line	0
loose	100-200	All_transcript	Homo_sapiens	cancer	6
loose	100-200	All_transcript	Homo_sapiens	cell line	8
loose	100-200	All_transcript	Homo_sapiens	Organism part,cell line	4
loose	100-200	All_transcript	Homo_sapiens	Organism part	10
loose	100-200	All_transcript	Homo_sapiens	Organism part,cancer	3
loose	100-200	All_transcript	Homo_sapiens	Organism part,cancer,cell line	3
loose	100-200	All_transcript	Homo_sapiens	cancer,cell line	3
loose	100-200	All_transcript	NA	cancer	8
loose	100-200	All_transcript	NA	cell line	18
loose	100-200	All_transcript	NA	Organism part,cell line	3
loose	100-200	All_transcript	NA	Organism part	16
loose	100-200	All_transcript	NA	Organism part,cancer	4
loose	100-200	All_transcript	NA	Organism part,cancer,cell line	7
loose	100-200	All_transcript	NA	cancer,cell line	7
loose	100-200	All_transcript	nonPrimates_mammals	cancer	0
loose	100-200	All_transcript	nonPrimates_mammals	cell line	4
loose	100-200	All_transcript	nonPrimates_mammals	Organism part,cell line	1
loose	100-200	All_transcript	nonPrimates_mammals	Organism part	2
loose	100-200	All_transcript	nonPrimates_mammals	Organism part,cancer	2
loose	100-200	All_transcript	nonPrimates_mammals	Organism part,cancer,cell line	0
loose	100-200	All_transcript	nonPrimates_mammals	cancer,cell line	0
loose	100-200	All_exon_coding	Bacteria	cancer	0
loose	100-200	All_exon_coding	Bacteria	cell line	1
loose	100-200	All_exon_coding	Bacteria	Organism part,cell line	0
loose	100-200	All_exon_coding	Bacteria	Organism part	2
loose	100-200	All_exon_coding	Bacteria	Organism part,cancer	0
loose	100-200	All_exon_coding	Bacteria	Organism part,cancer,cell line	0
loose	100-200	All_exon_coding	Bacteria	cancer,cell line	0
loose	100-200	All_exon_coding	nonHuman_Primates	cancer	80
loose	100-200	All_exon_coding	nonHuman_Primates	cell line	155
loose	100-200	All_exon_coding	nonHuman_Primates	Organism part,cell line	41
loose	100-200	All_exon_coding	nonHuman_Primates	Organism part	109
loose	100-200	All_exon_coding	nonHuman_Primates	Organism part,cancer	23
loose	100-200	All_exon_coding	nonHuman_Primates	Organism part,cancer,cell line	64
loose	100-200	All_exon_coding	nonHuman_Primates	cancer,cell line	42
loose	100-200	All_exon_coding	otherSum	cancer	4
loose	100-200	All_exon_coding	otherSum	cell line	1
loose	100-200	All_exon_coding	otherSum	Organism part,cell line	1
loose	100-200	All_exon_coding	otherSum	Organism part	1
loose	100-200	All_exon_coding	otherSum	Organism part,cancer	1
loose	100-200	All_exon_coding	otherSum	Organism part,cancer,cell line	0
loose	100-200	All_exon_coding	otherSum	cancer,cell line	0
loose	100-200	All_exon_coding	nonMammal_Metazoa	cancer	3
loose	100-200	All_exon_coding	nonMammal_Metazoa	cell line	6
loose	100-200	All_exon_coding	nonMammal_Metazoa	Organism part,cell line	3
loose	100-200	All_exon_coding	nonMammal_Metazoa	Organism part	4
loose	100-200	All_exon_coding	nonMammal_Metazoa	Organism part,cancer	1
loose	100-200	All_exon_coding	nonMammal_Metazoa	Organism part,cancer,cell line	4
loose	100-200	All_exon_coding	nonMammal_Metazoa	cancer,cell line	3
loose	100-200	All_exon_coding	Homo_sapiens	cancer	129
loose	100-200	All_exon_coding	Homo_sapiens	cell line	221
loose	100-200	All_exon_coding	Homo_sapiens	Organism part,cell line	78
loose	100-200	All_exon_coding	Homo_sapiens	Organism part	210
loose	100-200	All_exon_coding	Homo_sapiens	Organism part,cancer	59
loose	100-200	All_exon_coding	Homo_sapiens	Organism part,cancer,cell line	90
loose	100-200	All_exon_coding	Homo_sapiens	cancer,cell line	54
loose	100-200	All_exon_coding	NA	cancer	85
loose	100-200	All_exon_coding	NA	cell line	154
loose	100-200	All_exon_coding	NA	Organism part,cell line	44
loose	100-200	All_exon_coding	NA	Organism part	143
loose	100-200	All_exon_coding	NA	Organism part,cancer	30
loose	100-200	All_exon_coding	NA	Organism part,cancer,cell line	40
loose	100-200	All_exon_coding	NA	cancer,cell line	20
loose	100-200	All_exon_coding	nonPrimates_mammals	cancer	48
loose	100-200	All_exon_coding	nonPrimates_mammals	cell line	83
loose	100-200	All_exon_coding	nonPrimates_mammals	Organism part,cell line	34
loose	100-200	All_exon_coding	nonPrimates_mammals	Organism part	60
loose	100-200	All_exon_coding	nonPrimates_mammals	Organism part,cancer	19
loose	100-200	All_exon_coding	nonPrimates_mammals	Organism part,cancer,cell line	53
loose	100-200	All_exon_coding	nonPrimates_mammals	cancer,cell line	27
loose	100-200	All_CDS	Bacteria	cancer	1
loose	100-200	All_CDS	Bacteria	cell line	1
loose	100-200	All_CDS	Bacteria	Organism part,cell line	0
loose	100-200	All_CDS	Bacteria	Organism part	0
loose	100-200	All_CDS	Bacteria	Organism part,cancer	0
loose	100-200	All_CDS	Bacteria	Organism part,cancer,cell line	1
loose	100-200	All_CDS	Bacteria	cancer,cell line	1
loose	100-200	All_CDS	nonHuman_Primates	cancer	11
loose	100-200	All_CDS	nonHuman_Primates	cell line	15
loose	100-200	All_CDS	nonHuman_Primates	Organism part,cell line	4
loose	100-200	All_CDS	nonHuman_Primates	Organism part	12
loose	100-200	All_CDS	nonHuman_Primates	Organism part,cancer	2
loose	100-200	All_CDS	nonHuman_Primates	Organism part,cancer,cell line	8
loose	100-200	All_CDS	nonHuman_Primates	cancer,cell line	3
loose	100-200	All_CDS	otherSum	cancer	0
loose	100-200	All_CDS	otherSum	cell line	0
loose	100-200	All_CDS	otherSum	Organism part,cell line	0
loose	100-200	All_CDS	otherSum	Organism part	1
loose	100-200	All_CDS	otherSum	Organism part,cancer	0
loose	100-200	All_CDS	otherSum	Organism part,cancer,cell line	2
loose	100-200	All_CDS	otherSum	cancer,cell line	0
loose	100-200	All_CDS	nonMammal_Metazoa	cancer	1
loose	100-200	All_CDS	nonMammal_Metazoa	cell line	3
loose	100-200	All_CDS	nonMammal_Metazoa	Organism part,cell line	1
loose	100-200	All_CDS	nonMammal_Metazoa	Organism part	1
loose	100-200	All_CDS	nonMammal_Metazoa	Organism part,cancer	0
loose	100-200	All_CDS	nonMammal_Metazoa	Organism part,cancer,cell line	2
loose	100-200	All_CDS	nonMammal_Metazoa	cancer,cell line	0
loose	100-200	All_CDS	Homo_sapiens	cancer	30
loose	100-200	All_CDS	Homo_sapiens	cell line	55
loose	100-200	All_CDS	Homo_sapiens	Organism part,cell line	21
loose	100-200	All_CDS	Homo_sapiens	Organism part	57
loose	100-200	All_CDS	Homo_sapiens	Organism part,cancer	11
loose	100-200	All_CDS	Homo_sapiens	Organism part,cancer,cell line	21
loose	100-200	All_CDS	Homo_sapiens	cancer,cell line	11
loose	100-200	All_CDS	NA	cancer	7
loose	100-200	All_CDS	NA	cell line	11
loose	100-200	All_CDS	NA	Organism part,cell line	5
loose	100-200	All_CDS	NA	Organism part	8
loose	100-200	All_CDS	NA	Organism part,cancer	2
loose	100-200	All_CDS	NA	Organism part,cancer,cell line	1
loose	100-200	All_CDS	NA	cancer,cell line	4
loose	100-200	All_CDS	nonPrimates_mammals	cancer	8
loose	100-200	All_CDS	nonPrimates_mammals	cell line	9
loose	100-200	All_CDS	nonPrimates_mammals	Organism part,cell line	7
loose	100-200	All_CDS	nonPrimates_mammals	Organism part	16
loose	100-200	All_CDS	nonPrimates_mammals	Organism part,cancer	3
loose	100-200	All_CDS	nonPrimates_mammals	Organism part,cancer,cell line	3
loose	100-200	All_CDS	nonPrimates_mammals	cancer,cell line	5
loose	100-200	other	Bacteria	cancer	2
loose	100-200	other	Bacteria	cell line	6
loose	100-200	other	Bacteria	Organism part,cell line	0
loose	100-200	other	Bacteria	Organism part	3
loose	100-200	other	Bacteria	Organism part,cancer	3
loose	100-200	other	Bacteria	Organism part,cancer,cell line	1
loose	100-200	other	Bacteria	cancer,cell line	1
loose	100-200	other	nonHuman_Primates	cancer	105
loose	100-200	other	nonHuman_Primates	cell line	187
loose	100-200	other	nonHuman_Primates	Organism part,cell line	66
loose	100-200	other	nonHuman_Primates	Organism part	146
loose	100-200	other	nonHuman_Primates	Organism part,cancer	42
loose	100-200	other	nonHuman_Primates	Organism part,cancer,cell line	121
loose	100-200	other	nonHuman_Primates	cancer,cell line	62
loose	100-200	other	otherSum	cancer	1
loose	100-200	other	otherSum	cell line	2
loose	100-200	other	otherSum	Organism part,cell line	2
loose	100-200	other	otherSum	Organism part	2
loose	100-200	other	otherSum	Organism part,cancer	1
loose	100-200	other	otherSum	Organism part,cancer,cell line	3
loose	100-200	other	otherSum	cancer,cell line	0
loose	100-200	other	nonMammal_Metazoa	cancer	2
loose	100-200	other	nonMammal_Metazoa	cell line	4
loose	100-200	other	nonMammal_Metazoa	Organism part,cell line	4
loose	100-200	other	nonMammal_Metazoa	Organism part	2
loose	100-200	other	nonMammal_Metazoa	Organism part,cancer	0
loose	100-200	other	nonMammal_Metazoa	Organism part,cancer,cell line	2
loose	100-200	other	nonMammal_Metazoa	cancer,cell line	2
loose	100-200	other	Homo_sapiens	cancer	56
loose	100-200	other	Homo_sapiens	cell line	102
loose	100-200	other	Homo_sapiens	Organism part,cell line	34
loose	100-200	other	Homo_sapiens	Organism part	89
loose	100-200	other	Homo_sapiens	Organism part,cancer	19
loose	100-200	other	Homo_sapiens	Organism part,cancer,cell line	54
loose	100-200	other	Homo_sapiens	cancer,cell line	31
loose	100-200	other	NA	cancer	206
loose	100-200	other	NA	cell line	360
loose	100-200	other	NA	Organism part,cell line	98
loose	100-200	other	NA	Organism part	307
loose	100-200	other	NA	Organism part,cancer	87
loose	100-200	other	NA	Organism part,cancer,cell line	142
loose	100-200	other	NA	cancer,cell line	98
loose	100-200	other	nonPrimates_mammals	cancer	36
loose	100-200	other	nonPrimates_mammals	cell line	59
loose	100-200	other	nonPrimates_mammals	Organism part,cell line	24
loose	100-200	other	nonPrimates_mammals	Organism part	49
loose	100-200	other	nonPrimates_mammals	Organism part,cancer	7
loose	100-200	other	nonPrimates_mammals	Organism part,cancer,cell line	47
loose	100-200	other	nonPrimates_mammals	cancer,cell line	17
loose	100-200	All_intergene	Bacteria	cancer	58
loose	100-200	All_intergene	Bacteria	cell line	122
