keyword	protein_len	gencode_loc	blast_species	pride_group	pr_count
relaxed	>500	All_exon_coding	nonHuman_Primates	Organism part,cell line	26
relaxed	>500	All_exon_coding	nonHuman_Primates	Organism part,cancer,cell line	41
relaxed	>500	All_exon_coding	nonHuman_Primates	Organism part	65
relaxed	>500	All_exon_coding	nonHuman_Primates	cell line	87
relaxed	>500	All_exon_coding	nonPrimates_mammals	Organism part,cancer	1
relaxed	>500	All_exon_coding	nonPrimates_mammals	cancer	12
relaxed	>500	All_exon_coding	nonPrimates_mammals	cancer,cell line	3
relaxed	>500	All_exon_coding	nonPrimates_mammals	Organism part,cell line	7
relaxed	>500	All_exon_coding	nonPrimates_mammals	Organism part,cancer,cell line	9
relaxed	>500	All_exon_coding	nonPrimates_mammals	Organism part	18
relaxed	>500	All_exon_coding	nonPrimates_mammals	cell line	17
relaxed	>500	All_exon_coding	nonMammal_Metazoa	Organism part,cancer	0
relaxed	>500	All_exon_coding	nonMammal_Metazoa	cancer	0
relaxed	>500	All_exon_coding	nonMammal_Metazoa	cancer,cell line	0
relaxed	>500	All_exon_coding	nonMammal_Metazoa	Organism part,cell line	0
relaxed	>500	All_exon_coding	nonMammal_Metazoa	Organism part,cancer,cell line	1
relaxed	>500	All_exon_coding	nonMammal_Metazoa	Organism part	1
relaxed	>500	All_exon_coding	nonMammal_Metazoa	cell line	2
relaxed	>500	All_exon_coding	Homo_sapiens	Organism part,cancer	36
relaxed	>500	All_exon_coding	Homo_sapiens	cancer	105
relaxed	>500	All_exon_coding	Homo_sapiens	cancer,cell line	59
relaxed	>500	All_exon_coding	Homo_sapiens	Organism part,cell line	83
relaxed	>500	All_exon_coding	Homo_sapiens	Organism part,cancer,cell line	145
relaxed	>500	All_exon_coding	Homo_sapiens	Organism part	231
relaxed	>500	All_exon_coding	Homo_sapiens	cell line	243
relaxed	>500	All_exon_coding	otherSum	Organism part,cancer	0
relaxed	>500	All_exon_coding	otherSum	cancer	1
relaxed	>500	All_exon_coding	otherSum	cancer,cell line	0
relaxed	>500	All_exon_coding	otherSum	Organism part,cell line	2
relaxed	>500	All_exon_coding	otherSum	Organism part,cancer,cell line	0
relaxed	>500	All_exon_coding	otherSum	Organism part	2
relaxed	>500	All_exon_coding	otherSum	cell line	2
relaxed	>500	All_exon_coding	NA	Organism part,cancer	0
relaxed	>500	All_exon_coding	NA	cancer	0
relaxed	>500	All_exon_coding	NA	cancer,cell line	0
relaxed	>500	All_exon_coding	NA	Organism part,cell line	0
relaxed	>500	All_exon_coding	NA	Organism part,cancer,cell line	0
relaxed	>500	All_exon_coding	NA	Organism part	0
relaxed	>500	All_exon_coding	NA	cell line	0
relaxed	>500	All_exon_coding	Bacteria	Organism part,cancer	0
relaxed	>500	All_exon_coding	Bacteria	cancer	0
relaxed	>500	All_exon_coding	Bacteria	cancer,cell line	0
relaxed	>500	All_exon_coding	Bacteria	Organism part,cell line	0
relaxed	>500	All_exon_coding	Bacteria	Organism part,cancer,cell line	0
relaxed	>500	All_exon_coding	Bacteria	Organism part	0
relaxed	>500	All_exon_coding	Bacteria	cell line	0
relaxed	>500	All_intron	nonHuman_Primates	Organism part,cancer	0
relaxed	>500	All_intron	nonHuman_Primates	cancer	0
relaxed	>500	All_intron	nonHuman_Primates	cancer,cell line	0
relaxed	>500	All_intron	nonHuman_Primates	Organism part,cell line	0
relaxed	>500	All_intron	nonHuman_Primates	Organism part,cancer,cell line	2
relaxed	>500	All_intron	nonHuman_Primates	Organism part	1
relaxed	>500	All_intron	nonHuman_Primates	cell line	0
relaxed	>500	All_intron	nonPrimates_mammals	Organism part,cancer	0
relaxed	>500	All_intron	nonPrimates_mammals	cancer	0
relaxed	>500	All_intron	nonPrimates_mammals	cancer,cell line	0
relaxed	>500	All_intron	nonPrimates_mammals	Organism part,cell line	0
relaxed	>500	All_intron	nonPrimates_mammals	Organism part,cancer,cell line	0
relaxed	>500	All_intron	nonPrimates_mammals	Organism part	0
relaxed	>500	All_intron	nonPrimates_mammals	cell line	0
relaxed	>500	All_intron	nonMammal_Metazoa	Organism part,cancer	2
relaxed	>500	All_intron	nonMammal_Metazoa	cancer	4
relaxed	>500	All_intron	nonMammal_Metazoa	cancer,cell line	2
relaxed	>500	All_intron	nonMammal_Metazoa	Organism part,cell line	0
relaxed	>500	All_intron	nonMammal_Metazoa	Organism part,cancer,cell line	0
relaxed	>500	All_intron	nonMammal_Metazoa	Organism part	1
relaxed	>500	All_intron	nonMammal_Metazoa	cell line	2
relaxed	>500	All_intron	Homo_sapiens	Organism part,cancer	0
relaxed	>500	All_intron	Homo_sapiens	cancer	1
relaxed	>500	All_intron	Homo_sapiens	cancer,cell line	0
relaxed	>500	All_intron	Homo_sapiens	Organism part,cell line	0
relaxed	>500	All_intron	Homo_sapiens	Organism part,cancer,cell line	0
relaxed	>500	All_intron	Homo_sapiens	Organism part	0
relaxed	>500	All_intron	Homo_sapiens	cell line	1
relaxed	>500	All_intron	otherSum	Organism part,cancer	0
relaxed	>500	All_intron	otherSum	cancer	1
relaxed	>500	All_intron	otherSum	cancer,cell line	0
relaxed	>500	All_intron	otherSum	Organism part,cell line	0
relaxed	>500	All_intron	otherSum	Organism part,cancer,cell line	0
relaxed	>500	All_intron	otherSum	Organism part	0
relaxed	>500	All_intron	otherSum	cell line	0
relaxed	>500	All_intron	NA	Organism part,cancer	2
relaxed	>500	All_intron	NA	cancer	2
relaxed	>500	All_intron	NA	cancer,cell line	2
relaxed	>500	All_intron	NA	Organism part,cell line	0
relaxed	>500	All_intron	NA	Organism part,cancer,cell line	1
relaxed	>500	All_intron	NA	Organism part	2
relaxed	>500	All_intron	NA	cell line	1
relaxed	>500	All_intron	Bacteria	Organism part,cancer	0
relaxed	>500	All_intron	Bacteria	cancer	1
relaxed	>500	All_intron	Bacteria	cancer,cell line	0
relaxed	>500	All_intron	Bacteria	Organism part,cell line	0
relaxed	>500	All_intron	Bacteria	Organism part,cancer,cell line	0
relaxed	>500	All_intron	Bacteria	Organism part	1
relaxed	>500	All_intron	Bacteria	cell line	1
relaxed	>500	other	nonHuman_Primates	Organism part,cancer	3
relaxed	>500	other	nonHuman_Primates	cancer	10
relaxed	>500	other	nonHuman_Primates	cancer,cell line	10
relaxed	>500	other	nonHuman_Primates	Organism part,cell line	7
relaxed	>500	other	nonHuman_Primates	Organism part,cancer,cell line	13
relaxed	>500	other	nonHuman_Primates	Organism part	16
relaxed	>500	other	nonHuman_Primates	cell line	19
relaxed	>500	other	nonPrimates_mammals	Organism part,cancer	0
relaxed	>500	other	nonPrimates_mammals	cancer	0
relaxed	>500	other	nonPrimates_mammals	cancer,cell line	0
relaxed	>500	other	nonPrimates_mammals	Organism part,cell line	5
relaxed	>500	other	nonPrimates_mammals	Organism part,cancer,cell line	5
relaxed	>500	other	nonPrimates_mammals	Organism part	3
relaxed	>500	other	nonPrimates_mammals	cell line	3
relaxed	>500	other	nonMammal_Metazoa	Organism part,cancer	0
relaxed	>500	other	nonMammal_Metazoa	cancer	0
relaxed	>500	other	nonMammal_Metazoa	cancer,cell line	0
relaxed	>500	other	nonMammal_Metazoa	Organism part,cell line	0
relaxed	>500	other	nonMammal_Metazoa	Organism part,cancer,cell line	0
relaxed	>500	other	nonMammal_Metazoa	Organism part	0
relaxed	>500	other	nonMammal_Metazoa	cell line	0
relaxed	>500	other	Homo_sapiens	Organism part,cancer	7
relaxed	>500	other	Homo_sapiens	cancer	8
relaxed	>500	other	Homo_sapiens	cancer,cell line	9
relaxed	>500	other	Homo_sapiens	Organism part,cell line	10
relaxed	>500	other	Homo_sapiens	Organism part,cancer,cell line	19
relaxed	>500	other	Homo_sapiens	Organism part	37
relaxed	>500	other	Homo_sapiens	cell line	29
relaxed	>500	other	otherSum	Organism part,cancer	0
relaxed	>500	other	otherSum	cancer	0
relaxed	>500	other	otherSum	cancer,cell line	0
relaxed	>500	other	otherSum	Organism part,cell line	0
relaxed	>500	other	otherSum	Organism part,cancer,cell line	0
relaxed	>500	other	otherSum	Organism part	0
relaxed	>500	other	otherSum	cell line	0
relaxed	>500	other	NA	Organism part,cancer	0
relaxed	>500	other	NA	cancer	0
relaxed	>500	other	NA	cancer,cell line	0
relaxed	>500	other	NA	Organism part,cell line	0
relaxed	>500	other	NA	Organism part,cancer,cell line	0
relaxed	>500	other	NA	Organism part	0
relaxed	>500	other	NA	cell line	2
relaxed	>500	other	Bacteria	Organism part,cancer	0
relaxed	>500	other	Bacteria	cancer	0
relaxed	>500	other	Bacteria	cancer,cell line	0
relaxed	>500	other	Bacteria	Organism part,cell line	0
relaxed	>500	other	Bacteria	Organism part,cancer,cell line	0
relaxed	>500	other	Bacteria	Organism part	0
relaxed	>500	other	Bacteria	cell line	0
relaxed	>500	All_transcript_coding	nonHuman_Primates	Organism part,cancer	33
relaxed	>500	All_transcript_coding	nonHuman_Primates	cancer	73
relaxed	>500	All_transcript_coding	nonHuman_Primates	cancer,cell line	34
relaxed	>500	All_transcript_coding	nonHuman_Primates	Organism part,cell line	54
relaxed	>500	All_transcript_coding	nonHuman_Primates	Organism part,cancer,cell line	98
relaxed	>500	All_transcript_coding	nonHuman_Primates	Organism part	162
relaxed	>500	All_transcript_coding	nonHuman_Primates	cell line	146
relaxed	>500	All_transcript_coding	nonPrimates_mammals	Organism part,cancer	5
relaxed	>500	All_transcript_coding	nonPrimates_mammals	cancer	11
relaxed	>500	All_transcript_coding	nonPrimates_mammals	cancer,cell line	4
relaxed	>500	All_transcript_coding	nonPrimates_mammals	Organism part,cell line	11
relaxed	>500	All_transcript_coding	nonPrimates_mammals	Organism part,cancer,cell line	17
relaxed	>500	All_transcript_coding	nonPrimates_mammals	Organism part	20
relaxed	>500	All_transcript_coding	nonPrimates_mammals	cell line	28
relaxed	>500	All_transcript_coding	nonMammal_Metazoa	Organism part,cancer	0
relaxed	>500	All_transcript_coding	nonMammal_Metazoa	cancer	1
relaxed	>500	All_transcript_coding	nonMammal_Metazoa	cancer,cell line	0
relaxed	>500	All_transcript_coding	nonMammal_Metazoa	Organism part,cell line	0
relaxed	>500	All_transcript_coding	nonMammal_Metazoa	Organism part,cancer,cell line	0
relaxed	>500	All_transcript_coding	nonMammal_Metazoa	Organism part	0
relaxed	>500	All_transcript_coding	nonMammal_Metazoa	cell line	1
relaxed	>500	All_transcript_coding	Homo_sapiens	Organism part,cancer	88
relaxed	>500	All_transcript_coding	Homo_sapiens	cancer	257
relaxed	>500	All_transcript_coding	Homo_sapiens	cancer,cell line	111
relaxed	>500	All_transcript_coding	Homo_sapiens	Organism part,cell line	125
relaxed	>500	All_transcript_coding	Homo_sapiens	Organism part,cancer,cell line	234
relaxed	>500	All_transcript_coding	Homo_sapiens	Organism part	528
relaxed	>500	All_transcript_coding	Homo_sapiens	cell line	535
relaxed	>500	All_transcript_coding	otherSum	Organism part,cancer	1
relaxed	>500	All_transcript_coding	otherSum	cancer	1
relaxed	>500	All_transcript_coding	otherSum	cancer,cell line	1
relaxed	>500	All_transcript_coding	otherSum	Organism part,cell line	0
relaxed	>500	All_transcript_coding	otherSum	Organism part,cancer,cell line	7
relaxed	>500	All_transcript_coding	otherSum	Organism part	3
relaxed	>500	All_transcript_coding	otherSum	cell line	2
relaxed	>500	All_transcript_coding	NA	Organism part,cancer	0
relaxed	>500	All_transcript_coding	NA	cancer	0
relaxed	>500	All_transcript_coding	NA	cancer,cell line	1
relaxed	>500	All_transcript_coding	NA	Organism part,cell line	1
relaxed	>500	All_transcript_coding	NA	Organism part,cancer,cell line	0
relaxed	>500	All_transcript_coding	NA	Organism part	4
relaxed	>500	All_transcript_coding	NA	cell line	3
relaxed	>500	All_transcript_coding	Bacteria	Organism part,cancer	0
relaxed	>500	All_transcript_coding	Bacteria	cancer	1
relaxed	>500	All_transcript_coding	Bacteria	cancer,cell line	0
relaxed	>500	All_transcript_coding	Bacteria	Organism part,cell line	0
relaxed	>500	All_transcript_coding	Bacteria	Organism part,cancer,cell line	0
relaxed	>500	All_transcript_coding	Bacteria	Organism part	0
relaxed	>500	All_transcript_coding	Bacteria	cell line	0
relaxed	>500	All_UTR	nonHuman_Primates	Organism part,cancer	0
relaxed	>500	All_UTR	nonHuman_Primates	cancer	0
relaxed	>500	All_UTR	nonHuman_Primates	cancer,cell line	0
relaxed	>500	All_UTR	nonHuman_Primates	Organism part,cell line	0
relaxed	>500	All_UTR	nonHuman_Primates	Organism part,cancer,cell line	0
relaxed	>500	All_UTR	nonHuman_Primates	Organism part	1
relaxed	>500	All_UTR	nonHuman_Primates	cell line	0
relaxed	>500	All_UTR	nonPrimates_mammals	Organism part,cancer	0
relaxed	>500	All_UTR	nonPrimates_mammals	cancer	0
relaxed	>500	All_UTR	nonPrimates_mammals	cancer,cell line	0
relaxed	>500	All_UTR	nonPrimates_mammals	Organism part,cell line	0
relaxed	>500	All_UTR	nonPrimates_mammals	Organism part,cancer,cell line	0
relaxed	>500	All_UTR	nonPrimates_mammals	Organism part	0
relaxed	>500	All_UTR	nonPrimates_mammals	cell line	0
relaxed	>500	All_UTR	nonMammal_Metazoa	Organism part,cancer	0
relaxed	>500	All_UTR	nonMammal_Metazoa	cancer	0
relaxed	>500	All_UTR	nonMammal_Metazoa	cancer,cell line	0
relaxed	>500	All_UTR	nonMammal_Metazoa	Organism part,cell line	0
relaxed	>500	All_UTR	nonMammal_Metazoa	Organism part,cancer,cell line	0
relaxed	>500	All_UTR	nonMammal_Metazoa	Organism part	0
relaxed	>500	All_UTR	nonMammal_Metazoa	cell line	0
relaxed	>500	All_UTR	Homo_sapiens	Organism part,cancer	0
relaxed	>500	All_UTR	Homo_sapiens	cancer	0
relaxed	>500	All_UTR	Homo_sapiens	cancer,cell line	0
relaxed	>500	All_UTR	Homo_sapiens	Organism part,cell line	0
relaxed	>500	All_UTR	Homo_sapiens	Organism part,cancer,cell line	0
relaxed	>500	All_UTR	Homo_sapiens	Organism part	0
relaxed	>500	All_UTR	Homo_sapiens	cell line	0
relaxed	>500	All_UTR	otherSum	Organism part,cancer	0
relaxed	>500	All_UTR	otherSum	cancer	0
relaxed	>500	All_UTR	otherSum	cancer,cell line	0
relaxed	>500	All_UTR	otherSum	Organism part,cell line	0
relaxed	>500	All_UTR	otherSum	Organism part,cancer,cell line	0
relaxed	>500	All_UTR	otherSum	Organism part	0
relaxed	>500	All_UTR	otherSum	cell line	0
relaxed	>500	All_UTR	NA	Organism part,cancer	1
relaxed	>500	All_UTR	NA	cancer	0
relaxed	>500	All_UTR	NA	cancer,cell line	0
relaxed	>500	All_UTR	NA	Organism part,cell line	1
relaxed	>500	All_UTR	NA	Organism part,cancer,cell line	0
relaxed	>500	All_UTR	NA	Organism part	0
relaxed	>500	All_UTR	NA	cell line	0
relaxed	>500	All_UTR	Bacteria	Organism part,cancer	0
relaxed	>500	All_UTR	Bacteria	cancer	0
relaxed	>500	All_UTR	Bacteria	cancer,cell line	0
relaxed	>500	All_UTR	Bacteria	Organism part,cell line	0
relaxed	>500	All_UTR	Bacteria	Organism part,cancer,cell line	0
relaxed	>500	All_UTR	Bacteria	Organism part	0
relaxed	>500	All_UTR	Bacteria	cell line	1
relaxed	>500	All_transcript	nonHuman_Primates	Organism part,cancer	1
relaxed	>500	All_transcript	nonHuman_Primates	cancer	4
relaxed	>500	All_transcript	nonHuman_Primates	cancer,cell line	3
relaxed	>500	All_transcript	nonHuman_Primates	Organism part,cell line	1
relaxed	>500	All_transcript	nonHuman_Primates	Organism part,cancer,cell line	1
relaxed	>500	All_transcript	nonHuman_Primates	Organism part	0
relaxed	>500	All_transcript	nonHuman_Primates	cell line	0
relaxed	>500	All_transcript	nonPrimates_mammals	Organism part,cancer	0
relaxed	>500	All_transcript	nonPrimates_mammals	cancer	0
relaxed	>500	All_transcript	nonPrimates_mammals	cancer,cell line	0
relaxed	>500	All_transcript	nonPrimates_mammals	Organism part,cell line	0
relaxed	>500	All_transcript	nonPrimates_mammals	Organism part,cancer,cell line	0
relaxed	>500	All_transcript	nonPrimates_mammals	Organism part	0
relaxed	>500	All_transcript	nonPrimates_mammals	cell line	0
relaxed	>500	All_transcript	nonMammal_Metazoa	Organism part,cancer	0
relaxed	>500	All_transcript	nonMammal_Metazoa	cancer	0
relaxed	>500	All_transcript	nonMammal_Metazoa	cancer,cell line	0
relaxed	>500	All_transcript	nonMammal_Metazoa	Organism part,cell line	0
relaxed	>500	All_transcript	nonMammal_Metazoa	Organism part,cancer,cell line	0
relaxed	>500	All_transcript	nonMammal_Metazoa	Organism part	0
relaxed	>500	All_transcript	nonMammal_Metazoa	cell line	0
relaxed	>500	All_transcript	Homo_sapiens	Organism part,cancer	1
relaxed	>500	All_transcript	Homo_sapiens	cancer	4
relaxed	>500	All_transcript	Homo_sapiens	cancer,cell line	0
relaxed	>500	All_transcript	Homo_sapiens	Organism part,cell line	0
relaxed	>500	All_transcript	Homo_sapiens	Organism part,cancer,cell line	6
relaxed	>500	All_transcript	Homo_sapiens	Organism part	5
relaxed	>500	All_transcript	Homo_sapiens	cell line	12
relaxed	>500	All_transcript	otherSum	Organism part,cancer	0
relaxed	>500	All_transcript	otherSum	cancer	0
relaxed	>500	All_transcript	otherSum	cancer,cell line	0
relaxed	>500	All_transcript	otherSum	Organism part,cell line	0
relaxed	>500	All_transcript	otherSum	Organism part,cancer,cell line	0
relaxed	>500	All_transcript	otherSum	Organism part	0
relaxed	>500	All_transcript	otherSum	cell line	0
relaxed	>500	All_transcript	NA	Organism part,cancer	0
